部屋(1:部屋、0:部屋以外),名前,オブジェクト名,x座標,y座標,隣接ノード(名前.重み)
1,講義棟101講義室,inter1,25,72,講義棟1-10_0.6
1,講義棟102講義室,inter1,25,127,講義棟1-11_0.6
1,講義棟103待機室,inter1,173,71,講義棟1-2_0.6
1,講義棟104講義室,inter1,173,128,講義棟1-1_0.6
0,講義棟1-1,inter1,145,128,講義棟104講義室_0.6,講義棟1-2_1.1
0,講義棟1-2,inter1,145,71,講義棟103待機室_0.6,講義棟1-1_1.1,講義棟1-13_0.5
0,講義棟1-3,inter1,145,42,講義棟1-5_0.9,講義棟1-13_0.1
0,講義棟1-4,inter1,164,48,講義棟1-13_0.4,講義棟2-4_2.0
0,講義棟1-5,inter1,100,42,講義棟1-3_0.9,講義棟1-6_1.2,講義棟1-7_2.0,講義棟1-8_0.9
0,講義棟1-6,inter1,100,-17,講義棟1-5_1.2,情報棟2-22_2.0,芸術棟2-25_2.0
0,講義棟1-7,inter1,100,144,講義棟1-5_2.0,講義棟2-20_2.0
0,講義棟1-8,inter1,55,42,講義棟1-5_0.9,講義棟1-12_0.1
0,講義棟1-9,inter1,35,48,講義棟1-12_0.4,講義棟2-11_2.0
0,講義棟1-10,inter1,55,72,講義棟101講義室_0.6,講義棟1-12_0.5,講義棟1-11_1.1
0,講義棟1-11,inter1,55,127,講義棟102講義室_0.6,講義棟1-10_1.1
0,講義棟1-12,inter1,55,48,講義棟1-8_0.1,講義棟1-9_0.4,講義棟1-10_0.5
0,講義棟1-13,inter1,145,48,講義棟1-2_0.5,講義棟1-3_0.1,講義棟1-4_0.4
1,講義棟201物理実験準備室,inter2,45,91,講義棟2-10_0.6
1,講義棟202講義室,inter2,45,155,講義棟2-12_0.6
1,講義棟203講義室,inter2,193,91,講義棟2-2_0.6
1,講義棟204講義室,inter2,193,155,講義棟2-1_0.6
0,講義棟2-1,inter2,165,155,講義棟204講義室_0.6,講義棟2-2_1.3,講義棟2-12_1.8
0,講義棟2-2,inter2,165,91,講義棟203講義室_0.6,講義棟2-1_1.3,講義棟2-18_0.5
0,講義棟2-3,inter2,165,65,講義棟2-5_0.3,講義棟2-18_0.1
0,講義棟2-4,inter2,183,69,講義棟2-18_0.4,講義棟1-4_2.0,講義棟3-24_2.0
0,講義棟2-5,inter2,148,65,講義棟2-3_0.3,講義棟2-6_1.0,講義棟2-7_1.2
0,講義棟2-6,inter2,148,115,講義棟2-5_1.0,講義棟3-27_2.0
0,講義棟2-7,inter2,90,65,講義棟2-5_1.2,講義棟2-8_1.0,講義棟2-9_0.3
0,講義棟2-8,inter2,90,115,講義棟2-7_1.0,講義棟3-26_2.0
0,講義棟2-9,inter2,75,65,講義棟2-7_0.3,講義棟2-19_0.1
0,講義棟2-10,inter2,75,91,講義棟201物理実験準備室_0.6,講義棟2-19_0.4,講義棟2-12_1.3
0,講義棟2-11,inter2,55,69,講義棟2-19_0.4,講義棟1-9_2.0,講義棟3-25_2.0
0,講義棟2-12,inter2,75,155,講義棟202講義室_0.6,講義棟2-10_1.3,講義棟2-1_1.8
0,講義棟2-13,inter2,118,253,講義棟2-14_2.2,講義棟2-15_2.2,講義棟2-16_1.0
0,講義棟2-14,inter2,230,253,講義棟2-13_2.2,芸術棟2-21_2.0
0,講義棟2-15,inter2,6,253,講義棟2-13_2.2,情報棟2-18_2.0
0,講義棟2-16,inter2,118,305,講義棟2-13_1.0,講義棟2-17_0.4
0,講義棟2-17,inter2,118,325,講義棟2-16_0.4,講義棟3-14_2.0
0,講義棟2-18,inter2,165,68,講義棟2-2_0.5,講義棟2-3_0.1,講義棟2-4_0.4
0,講義棟2-19,inter2,75,69,講義棟2-9_0.1,講義棟2-10_0.4,講義棟2-11_0.4
0,講義棟2-20,inter2,118,210,講義棟2-13_1.0,講義棟1-7_2.0
1,講義棟301科学実験準備室,inter3,59,65,講義棟3-21_0.4
1,講義棟302科学実験室,inter3,92,120,講義棟3-20_1.1,講義棟3-19_1.3
1,講義棟303,inter3,217,65,講義棟3-23_0.4
1,講義棟304キャリアセンター,inter3,182,120,講義棟3-22_1.1,講義棟3-17_1.3
1,講義棟310非常勤講師控室,inter3,53,330,講義棟3-11_0.6
1,講義棟311会議室,inter3,53,390,講義棟3-12_0.6
1,講義棟312会議室,inter3,53,439,講義棟3-13_0.6
1,講義棟330資料・印刷室,inter3,220,320,講義棟3-6_0.6
1,講義棟331国際学部分室,inter3,220,360,講義棟3-7_0.6
1,講義棟332国際学部長室,inter3,220,399,講義棟3-8_0.6
1,講義棟333会議室,inter3,220,439,講義棟3-9_0.6
0,講義棟3-1,inter3,135,231,講義棟3-2_1.6,講義棟3-3_1.9,講義棟3-4_1.0,講義棟3-15_0.9
0,講義棟3-2,inter3,57,231,講義棟3-1_1.6,情報棟3-26_2.0
0,講義棟3-3,inter3,230,231,講義棟3-1_1.9,芸術棟3-51_2.0
0,講義棟3-4,inter3,135,280,講義棟3-1_1.0,講義棟3-5_1.1,講義棟3-10_1.1
0,講義棟3-5,inter3,190,280,講義棟3-4_1.1,講義棟3-6_0.8
0,講義棟3-6,inter3,190,320,講義棟3-5_0.8,講義棟3-7_0.8,講義棟330資料・印刷室_0.6
0,講義棟3-7,inter3,190,360,講義棟3-6_0.8,講義棟3-8_0.8,講義棟331国際学部分室_0.6
0,講義棟3-8,inter3,190,399,講義棟3-7_0.8,講義棟3-9_0.8,講義棟332国際学部長室_0.6
0,講義棟3-9,inter3,190,439,講義棟3-8_0.8,講義棟333会議室_0.6
0,講義棟3-10,inter3,81,280,講義棟3-4_1.1,講義棟3-11_1.0
0,講義棟3-11,inter3,81,330,講義棟3-10_1.0,講義棟310非常勤講師控室_0.6,講義棟3-12_1.2
0,講義棟3-12,inter3,81,390,講義棟3-11_1.2,講義棟3-13_1.0,講義棟311会議室_0.6
0,講義棟3-13,inter3,81,439,講義棟3-12_1.0,講義棟312会議室_0.6
0,講義棟3-14,inter3,135,300,講義棟3-4_0.4,講義棟2-17_2.0,講義棟4-32_2.0
0,講義棟3-15,inter3,135,185,講義棟3-1_0.9,講義棟3-16_0.6,講義棟3-18_0.5
0,講義棟3-16,inter3,167,185,講義棟3-15_0.6,講義棟3-17_0.3,講義棟3-27_0.6
0,講義棟3-17,inter3,182,185,講義棟3-16_0.3,講義棟304キャリアセンター_1.3
0,講義棟3-18,inter3,110,185,講義棟3-15_0.5,講義棟3-19_0.4,講義棟3-26_0.6
0,講義棟3-19,inter3,92,185,講義棟3-18_0.4,講義棟302科学実験室_1.3
0,講義棟3-20,inter3,92,65,講義棟3-21_0.3,講義棟302科学実験室_1.1
0,講義棟3-21,inter3,78,65,講義棟301科学実験準備室_0.4,講義棟3-20_0.3,講義棟3-25_0.2
0,講義棟3-22,inter3,182,65,講義棟304キャリアセンター_1.1,講義棟3-23_0.3
0,講義棟3-23,inter3,197,65,講義棟303_0.4,講義棟3-22_0.3,講義棟3-24_0.2
0,講義棟3-24,inter3,197,53,講義棟3-23_0.2,講義棟2-4_2.0,講義棟4-44_2.0
0,講義棟3-25,inter3,78,53,講義棟3-21_0.2,講義棟2-11_2.0,講義棟4-41_2.0
0,講義棟3-26,inter3,110,157,講義棟3-18_0.6,講義棟2-8_2.0
0,講義棟3-27,inter3,167,157,講義棟3-16_0.6,講義棟2-6_2.0
1,講義棟401資料室,inter4,53,53,講義棟4-40_0.3
1,講義棟402講義室,inter4,89,109,講義棟4-37_1.4,講義棟4-39_1.1
1,講義棟403資料室,inter4,212,53,講義棟4-43_0.3
1,講義棟404講義棟,inter4,180,109,講義棟4-36_1.4,講義棟4-42_1.1
1,講義棟410中講義室,inter4,51,319,講義棟4-28_0.6
1,講義棟411中講義室,inter4,51,380,講義棟4-27_0.6
1,講義棟412小講義室,inter4,51,427,講義棟4-26_0.6
1,講義棟413小講義室,inter4,51,469,講義棟4-25_0.6
1,講義棟414中講義室,inter4,51,530,講義棟4-24_0.6
1,講義棟430中講義室,inter4,219,319,講義棟4-23_0.6
1,講義棟431中講義室,inter4,219,380,講義棟4-22_0.6
1,講義棟432小講義室,inter4,219,427,講義棟4-21_0.6
1,講義棟433小講義室,inter4,219,467,講義棟4-20_0.6
1,講義棟434中講義室,inter4,219,530,講義棟4-19_0.6
0,講義棟4-15,inter4,13,574,講義棟4-16_1.3,情報棟4-64_2.0
0,講義棟4-16,inter4,80,574,講義棟4-15_1.3,講義棟4-17_2.2,講義棟4-24_0.9
0,講義棟4-17,inter4,190,574,講義棟4-16_2.2,講義棟4-18_1.3,講義棟4-19_0.9
0,講義棟4-18,inter4,255,574,講義棟4-17_1.3,芸術棟4-33_2.0
0,講義棟4-19,inter4,190,530,講義棟434中講義室_0.6,講義棟4-17_0.9,講義棟4-20_1.3
0,講義棟4-20,inter4,190,467,講義棟433小講義室_0.6,講義棟4-19_1.3,講義棟4-21_0.8
0,講義棟4-21,inter4,190,427,講義棟432小講義室_0.6,講義棟4-20_0.8,講義棟4-22_0.9
0,講義棟4-22,inter4,190,380,講義棟431中講義室_0.6,講義棟4-21_0.9,講義棟4-23_1.2
0,講義棟4-23,inter4,190,319,講義棟430中講義室_0.6,講義棟4-22_1.2,講義棟4-34_1.0
0,講義棟4-24,inter4,80,530,講義棟414中講義室_0.6,講義棟4-16_0.9,講義棟4-25_1.3
0,講義棟4-25,inter4,80,467,講義棟413小講義室_0.6,講義棟4-24_1.3,講義棟4-26_0.8
0,講義棟4-26,inter4,80,427,講義棟412小講義室_0.6,講義棟4-25_0.8,講義棟4-27_0.9
0,講義棟4-27,inter4,80,380,講義棟411中講義室_0.6,講義棟4-26_0.9,講義棟4-28_1.2
0,講義棟4-28,inter4,80,319,講義棟410中講義室_0.6,講義棟4-27_1.2,講義棟4-29_1.0
0,講義棟4-29,inter4,80,270,講義棟4-28_1.0,講義棟4-30_0.1
0,講義棟4-30,inter4,84,270,講義棟4-29_0.1,講義棟4-31_1.0,講義棟4-38_1.8
0,講義棟4-31,inter4,134,270,講義棟4-30_1.0,講義棟4-32_0.4,講義棟4-33_1.0
0,講義棟4-32,inter4,134,290,講義棟4-31_0.4,講義棟3-14_2.0,講義棟5-53_2.0
0,講義棟4-33,inter4,185,270,講義棟4-31_1.0,講義棟4-34_0.1,講義棟4-35_1.8
0,講義棟4-34,inter4,190,270,講義棟4-23_1.0,講義棟4-33_0.1
0,講義棟4-35,inter4,185,180,講義棟4-33_1.8,講義棟4-36_0.1
0,講義棟4-36,inter4,180,180,講義棟4-35_0.1,講義棟4-37_1.8,講義棟404講義棟_1.4
0,講義棟4-37,inter4,89,180,講義棟402講義室_1.4,講義棟4-36_1.8,講義棟4-38_0.1
0,講義棟4-38,inter4,84,180,講義棟4-30_1.8,講義棟4-37_0.1
0,講義棟4-39,inter4,89,53,講義棟402講義室_1.1,講義棟4-40_0.4
0,講義棟4-40,inter4,70,53,講義棟401資料室_0.3,講義棟4-39_0.4,講義棟4-41_0.2
0,講義棟4-41,inter4,70,43,講義棟4-40_0.2,講義棟3-25_2.0,講義棟5-80_2.0
0,講義棟4-42,inter4,180,53,講義棟404講義棟_1.1,講義棟4-43_0.3
0,講義棟4-43,inter4,197,53,講義棟403資料室_0.3,講義棟4-42_0.3,講義棟4-44_0.2
0,講義棟4-44,inter4,197,43,講義棟4-43_0.2,講義棟3-24_2.0,講義棟5-76_2.0
1,講義棟501講義室,inter5,50,53,講義棟5-79_0.4
1,講義棟502講義室,inter5,55,104,講義棟5-77_0.6
1,講義棟503講義室,inter5,206,53,講義棟5-75_0.3
1,講義棟504講義室,inter5,205,104,講義棟5-73_0.6
1,講義棟510学生ルーム,inter5,48,293,講義棟5-56_0.5
1,講義棟511学生ルーム,inter5,48,320,講義棟5-57_0.5
1,講義棟512ゼミ室,inter5,48,338,講義棟5-58_0.5
1,講義棟513院生研究室,inter5,48,365,講義棟5-59_0.5
1,講義棟514小講義室,inter5,48,403,講義棟5-60_0.5
1,講義棟515研究室,inter5,48,432,講義棟5-61_0.5
1,講義棟516ゼミ室,inter5,48,451,講義棟5-62_0.5
1,講義棟517研究室,inter5,48,470,講義棟5-63_0.5
1,講義棟518研究室,inter5,48,487,講義棟5-64_0.5
1,講義棟519ゼミ室,inter5,48,506,講義棟5-65_0.5
1,講義棟520研究室,inter5,48,524,講義棟5-66_0.5
1,講義棟521研究室,inter5,48,544,講義棟5-67_0.5
1,講義棟522ゼミ室,inter5,48,563,講義棟5-68_0.5
1,講義棟530院生研究室,inter5,207,293,講義棟5-49_0.5
1,講義棟531院生研究室,inter5,207,320,講義棟5-48_0.5
1,講義棟545院生研究室,inter5,207,338,講義棟5-47_0.5
1,講義棟546小講義室,inter5,207,365,講義棟5-46_0.5
1,講義棟532研究室,inter5,207,393,講義棟5-45_0.5
1,講義棟533ゼミ室,inter5,207,413,講義棟5-44_0.5
1,講義棟535研究室,inter5,207,432,講義棟5-43_0.5
1,講義棟536研究室,inter5,207,451,講義棟5-42_0.5
1,講義棟537ゼミ室,inter5,207,470,講義棟5-41_0.5
1,講義棟538研究室,inter5,207,487,講義棟5-40_0.5
1,講義棟539研究室,inter5,207,506,講義棟5-39_0.5
1,講義棟540ゼミ室,inter5,207,524,講義棟5-38_0.5
1,講義棟541研究室,inter5,207,544,講義棟5-37_0.5
1,講義棟542研究室,inter5,207,563,講義棟5-36_0.5
1,講義棟543ゼミ室,inter5,207,580,講義棟5-35_0.5
1,講義棟544研究室,inter5,207,600,講義棟5-34_0.5
0,講義棟5-34,inter5,181,600,講義棟544研究室_0.5,講義棟5-35_0.4
0,講義棟5-35,inter5,181,580,講義棟543ゼミ室_0.5,講義棟5-34_0.4,講義棟5-36_0.3
0,講義棟5-36,inter5,181,563,講義棟542研究室_0.5,講義棟5-35_0.3,講義棟5-37_0.4
0,講義棟5-37,inter5,181,544,講義棟541研究室_0.5,講義棟5-36_0.4,講義棟5-38_0.4
0,講義棟5-38,inter5,181,524,講義棟540ゼミ室_0.5,講義棟5-37_0.4,講義棟5-39_0.4
0,講義棟5-39,inter5,181,506,講義棟539研究室_0.5,講義棟5-38_0.4,講義棟5-40_0.4
0,講義棟5-40,inter5,181,487,講義棟538研究室_0.5,講義棟5-39_0.4,講義棟5-41_0.3
0,講義棟5-41,inter5,181,470,講義棟537ゼミ室_0.5,講義棟5-40_0.3,講義棟5-42_0.4
0,講義棟5-42,inter5,181,451,講義棟536研究室_0.5,講義棟5-41_0.4,講義棟5-43_0.4
0,講義棟5-43,inter5,181,432,講義棟535研究室_0.5,講義棟5-42_0.4,講義棟5-44_0.4
0,講義棟5-44,inter5,181,413,講義棟533ゼミ室_0.5,講義棟5-43_0.4,講義棟5-45_0.4
0,講義棟5-45,inter5,181,393,講義棟532研究室_0.5,講義棟5-44_0.4,講義棟5-46_0.6
0,講義棟5-46,inter5,181,365,講義棟546小講義室_0.5,講義棟5-45_0.6,講義棟5-47_0.5
0,講義棟5-47,inter5,181,338,講義棟545院生研究室_0.5,講義棟5-46_0.5,講義棟5-48_0.4
0,講義棟5-48,inter5,181,320,講義棟531院生研究室_0.5,講義棟5-47_0.4,講義棟5-49_0.5
0,講義棟5-49,inter5,181,293,講義棟530院生研究室_0.5,講義棟5-48_0.5,講義棟5-50_0.7
0,講義棟5-50,inter5,181,257,講義棟5-49_0.7,講義棟5-51_0.1
0,講義棟5-51,inter5,175,257,講義棟5-50_0.1,講義棟5-52_1.0,講義棟5-72_1.8
0,講義棟5-52,inter5,126,257,講義棟5-51_1.0,講義棟5-53_0.4,講義棟5-54_0.9
0,講義棟5-53,inter5,126,277,講義棟5-52_0.4,講義棟4-32_2.0,講義棟6-58_2.0
0,講義棟5-54,inter5,82,257,講義棟5-52_0.9,講義棟5-55_0.1,講義棟5-69_1.8
0,講義棟5-55,inter5,75,257,講義棟5-54_0.1,講義棟5-56_0.7
0,講義棟5-56,inter5,75,293,講義棟510学生ルーム_0.5,講義棟5-55_0.7,講義棟5-57_0.5
0,講義棟5-57,inter5,75,320,講義棟511学生ルーム_0.5,講義棟5-56_0.5,講義棟5-58_0.4
0,講義棟5-58,inter5,75,338,講義棟512ゼミ室_0.5,講義棟5-57_0.4,講義棟5-59_0.5
0,講義棟5-59,inter5,75,365,講義棟513院生研究室_0.5,講義棟5-58_0.5,講義棟5-60_0.8
0,講義棟5-60,inter5,75,403,講義棟514小講義室_0.5,講義棟5-59_0.8,講義棟5-61_0.6
0,講義棟5-61,inter5,75,432,講義棟515研究室_0.5,講義棟5-60_0.6,講義棟5-62_0.4
0,講義棟5-62,inter5,75,451,講義棟516ゼミ室_0.5,講義棟5-61_0.4,講義棟5-63_0.4
0,講義棟5-63,inter5,75,470,講義棟517研究室_0.5,講義棟5-62_0.4,講義棟5-64_0.3
0,講義棟5-64,inter5,75,487,講義棟518研究室_0.5,講義棟5-63_0.3,講義棟5-65_0.4
0,講義棟5-65,inter5,75,506,講義棟519ゼミ室_0.5,講義棟5-64_0.4,講義棟5-66_0.4
0,講義棟5-66,inter5,75,524,講義棟520研究室_0.5,講義棟5-65_0.4,講義棟5-67_0.4
0,講義棟5-67,inter5,75,544,講義棟521研究室_0.5,講義棟5-66_0.4,講義棟5-68_0.4
0,講義棟5-68,inter5,75,563,講義棟522ゼミ室_0.5,講義棟5-67_0.4
0,講義棟5-69,inter5,82,168,講義棟5-54_1.8,講義棟5-70_0.1
0,講義棟5-70,inter5,85,168,講義棟5-69_0.1,講義棟5-71_1.8,講義棟5-77_1.3
0,講義棟5-71,inter5,173,168,講義棟5-70_1.8,講義棟5-72_0.0,講義棟5-73_1.3
0,講義棟5-72,inter5,175,168,講義棟5-51_1.8,講義棟5-71_0.0
0,講義棟5-73,inter5,173,104,講義棟504講義室_0.6,講義棟5-71_1.3,講義棟5-74_1.0
0,講義棟5-74,inter5,173,53,講義棟5-73_1.0,講義棟5-75_0.3
0,講義棟5-75,inter5,190,53,講義棟503講義室_0.3,講義棟5-74_0.3,講義棟5-76_0.2
0,講義棟5-76,inter5,190,42,講義棟5-75_0.2,講義棟4-44_2.0,講義棟6-82_2.0
0,講義棟5-77,inter5,85,104,講義棟502講義室_0.6,講義棟5-70_1.3,講義棟5-78_1.0
0,講義棟5-78,inter5,85,53,講義棟5-77_1.0,講義棟5-79_0.3
0,講義棟5-79,inter5,69,53,講義棟501講義室_0.4,講義棟5-78_0.3,講義棟5-80_0.2
0,講義棟5-80,inter5,69,42,講義棟5-79_0.2,講義棟4-41_2.0,講義棟6-86_2.0
1,講義棟601講義室,inter6,46,74,講義棟6-85_0.4
1,講義棟602講義室,inter6,50,125,講義棟6-83_0.6
1,講義棟603大講義室,inter6,125,110,講義棟6-76_1.5
1,講義棟604講義室,inter6,203,74,講義棟6-81_0.4
1,講義棟605講義室,inter6,199,125,講義棟6-79_0.6
1,講義棟610印刷室,inter6,47,300,講義棟6-61_0.5
1,講義棟611院生研究室,inter6,47,320,講義棟6-62_0.5
1,講義棟612院生研究室,inter6,47,346,講義棟6-63_0.5
1,講義棟613ゼミ室,inter6,47,373,講義棟6-64_0.5
1,講義棟621研究室,inter6,47,393,講義棟6-65_0.5
1,講義棟614研究室,inter6,47,448,講義棟6-67_0.5
1,講義棟615ゼミ室,inter6,47,466,講義棟6-68_0.5
1,講義棟616研究室,inter6,47,484,講義棟6-69_0.5
1,講義棟617研究室,inter6,47,504,講義棟6-70_0.5
1,講義棟618ゼミ室,inter6,47,522,講義棟6-71_0.5
1,講義棟619研究室,inter6,47,540,講義棟6-72_0.5
1,講義棟620共同研究室,inter6,47,660,講義棟6-73_0.5
1,講義棟630研究室,inter6,201,300,講義棟6-54_0.5
1,講義棟631ゼミ室,inter6,201,320,講義棟6-53_0.5
1,講義棟632研究室,inter6,201,336,講義棟6-52_0.5
1,講義棟633研究室,inter6,201,354,講義棟6-51_0.5
1,講義棟646ゼミ室,inter6,201,373,講義棟6-50_0.5
1,講義棟647研究室,inter6,201,393,講義棟6-49_0.5
1,講義棟634研究室,inter6,201,448,講義棟6-47_0.5
1,講義棟635ゼミ室,inter6,201,466,講義棟6-46_0.5
1,講義棟636研究室,inter6,201,484,講義棟6-45_0.5
1,講義棟637研究室,inter6,201,504,講義棟6-44_0.5
1,講義棟638ゼミ室,inter6,201,522,講義棟6-43_0.5
1,講義棟639研究室,inter6,201,540,講義棟6-42_0.5
1,講義棟640研究室,inter6,201,596,講義棟6-41_0.5
1,講義棟641ゼミ室,inter6,201,614,講義棟6-40_0.5
1,講義棟642研究室,inter6,201,632,講義棟6-39_0.5
1,講義棟643研究室,inter6,201,650,講義棟6-38_0.5
1,講義棟644ゼミ室,inter6,201,670,講義棟6-37_0.5
1,講義棟645研究室,inter6,201,687,講義棟6-36_0.5
0,講義棟6-36,inter6,176,687,講義棟645研究室_0.5,講義棟6-37_0.3
0,講義棟6-37,inter6,176,670,講義棟644ゼミ室_0.5,講義棟6-36_0.3,講義棟6-38_0.4
0,講義棟6-38,inter6,176,650,講義棟643研究室_0.5,講義棟6-37_0.4,講義棟6-39_0.4
0,講義棟6-39,inter6,176,632,講義棟642研究室_0.5,講義棟6-38_0.4,講義棟6-40_0.4
0,講義棟6-40,inter6,176,614,講義棟641ゼミ室_0.5,講義棟6-39_0.4,講義棟6-41_0.4
0,講義棟6-41,inter6,176,596,講義棟640研究室_0.5,講義棟6-40_0.4,講義棟6-42_1.1
0,講義棟6-42,inter6,176,540,講義棟639研究室_0.5,講義棟6-41_1.1,講義棟6-43_0.4
0,講義棟6-43,inter6,176,522,講義棟638ゼミ室_0.5,講義棟6-42_0.4,講義棟6-44_0.4
0,講義棟6-44,inter6,176,504,講義棟637研究室_0.5,講義棟6-43_0.4,講義棟6-45_0.4
0,講義棟6-45,inter6,176,484,講義棟636研究室_0.5,講義棟6-44_0.4,講義棟6-46_0.4
0,講義棟6-46,inter6,176,466,講義棟635ゼミ室_0.5,講義棟6-45_0.4,講義棟6-47_0.4
0,講義棟6-47,inter6,176,448,講義棟634研究室_0.5,講義棟6-46_0.4,講義棟6-48_0.5
0,講義棟6-48,inter6,176,421,講義棟6-47_0.5,講義棟6-49_0.6,講義棟6-66_2.1
0,講義棟6-49,inter6,176,393,講義棟647研究室_0.5,講義棟6-48_0.6,講義棟6-50_0.4
0,講義棟6-50,inter6,176,373,講義棟646ゼミ室_0.5,講義棟6-49_0.4,講義棟6-51_0.4
0,講義棟6-51,inter6,176,354,講義棟633研究室_0.5,講義棟6-50_0.4,講義棟6-52_0.4
0,講義棟6-52,inter6,176,336,講義棟632研究室_0.5,講義棟6-51_0.4,講義棟6-53_0.3
0,講義棟6-53,inter6,176,320,講義棟631ゼミ室_0.5,講義棟6-52_0.3,講義棟6-54_0.4
0,講義棟6-54,inter6,176,300,講義棟630研究室_0.5,講義棟6-53_0.4,講義棟6-55_0.6
0,講義棟6-55,inter6,176,272,講義棟6-54_0.6,講義棟6-56_0.1
0,講義棟6-56,inter6,172,272,講義棟6-55_0.1,講義棟6-57_1.0,講義棟6-78_1.7
0,講義棟6-57,inter6,124,272,講義棟6-56_1.0,講義棟6-58_0.4,講義棟6-59_0.9
0,講義棟6-58,inter6,124,293,講義棟6-57_0.4,講義棟5-53_2.0,講義棟7-59_2.0
0,講義棟6-59,inter6,80,272,講義棟6-57_0.9,講義棟6-60_0.1,講義棟6-74_1.7
0,講義棟6-60,inter6,73,272,講義棟6-59_0.1,講義棟6-61_0.6
0,講義棟6-61,inter6,73,300,講義棟610印刷室_0.5,講義棟6-60_0.6,講義棟6-62_0.4
0,講義棟6-62,inter6,73,320,講義棟611院生研究室_0.5,講義棟6-61_0.4,講義棟6-63_0.5
0,講義棟6-63,inter6,73,346,講義棟612院生研究室_0.5,講義棟6-62_0.5,講義棟6-64_0.5
0,講義棟6-64,inter6,73,373,講義棟613ゼミ室_0.5,講義棟6-63_0.5,講義棟6-65_0.4
0,講義棟6-65,inter6,73,393,講義棟621研究室_0.5,講義棟6-64_0.4,講義棟6-66_0.6
0,講義棟6-66,inter6,73,421,講義棟6-65_0.6,講義棟6-67_0.5,講義棟6-48_2.1
0,講義棟6-67,inter6,73,448,講義棟614研究室_0.5,講義棟6-66_0.5,講義棟6-68_0.4
0,講義棟6-68,inter6,73,466,講義棟615ゼミ室_0.5,講義棟6-67_0.4,講義棟6-69_0.4
0,講義棟6-69,inter6,73,484,講義棟616研究室_0.5,講義棟6-68_0.4,講義棟6-70_0.4
0,講義棟6-70,inter6,73,504,講義棟617研究室_0.5,講義棟6-69_0.4,講義棟6-71_0.4
0,講義棟6-71,inter6,73,522,講義棟618ゼミ室_0.5,講義棟6-70_0.4,講義棟6-72_0.4
0,講義棟6-72,inter6,73,540,講義棟619研究室_0.5,講義棟6-71_0.4,講義棟6-73_2.4
0,講義棟6-73,inter6,73,660,講義棟620共同研究室_0.5,講義棟6-72_2.4
